"","Candidate.Ref","DOJ.Extended","Duration.to.accept.offer","Notice.period","Offered.band","Pecent.hike.expected.in.CTC","Percent.hike.offered.in.CTC","Percent.difference.CTC","X","Joining.Bonus","Candidate.relocate.actual","Gender","Candidate.Source","Rex.in.Yrs","LOB","Location","Age","Status"
"217",2281830,"No",0,0,"E0",42.86,42.86,0,,"No","Yes","Female","Direct",0,"INFRA","Chennai",23,"Joined"
"218",2281849,"No",0,0,"E0",42.86,42.86,0,,"No","Yes","Male","Direct",0,"INFRA","Chennai",23,"Joined"
"219",2281854,"No",0,30,"E2",25,96.43,57.14,,"No","No","Male","Direct",5,"INFRA","Noida",28,"Joined"
"220",2281864,"No",0,0,"E0",,42.86,,,"No","No","Male","Direct",0,"INFRA","Chennai",22,"Not Joined"
"221",2281865,"No",0,0,"E0",42.86,42.86,0,,"No","Yes","Female","Direct",0,"INFRA","Chennai",22,"Joined"
"222",2281868,"No",0,0,"E0",,42.86,,,"No","No","Female","Direct",0,"INFRA","Chennai",23,"Not Joined"
"223",2281869,"No",0,0,"E0",,42.86,,,"No","No","Male","Direct",0,"INFRA","Chennai",23,"Not Joined"
"224",2282056,"No",0,30,"E1",28.3,28.3,0,,"No","Yes","Female","Direct",1,"INFRA","Noida",24,"Joined"
"225",2282115,"No",0,0,"E2",61.76,32.35,-18.18,,"No","Yes","Male","Direct",5,"INFRA","Noida",31,"Joined"
"226",2282216,"No",0,75,"E1",,,,,"No","Yes","Male","Direct",5,"ETS","Noida",30,"Joined"
"227",2282298,"Yes",0,60,"E2",46.47,46.47,0,,"No","Yes","Male","Direct",4,"INFRA","Noida",32,"Joined"
"228",2282388,"No",0,0,"E2",,,,,"No","Yes","Male","Direct",9,"EAS","Chennai",37,"Joined"
"229",2282433,"No",0,0,"E1",58.46,58.46,0,,"No","Yes","Male","Direct",2,"INFRA","Chennai",24,"Joined"
"230",2282496,"No",0,0,"E2",36.36,21.21,-11.11,,"No","Yes","Male","Direct",5,"AXON","Kolkata",46,"Joined"
"231",2282585,"No",0,0,"E1",20.97,20.97,0,,"No","Yes","Male","Employee Referral",3,"ERS","Noida",26,"Joined"
"232",2282809,"No",0,30,"E1",,,,,"No","Yes","Male","Direct",1,"INFRA","Noida",26,"Joined"
"233",2282902,"No",0,30,"E2",16.67,16.67,0,,"No","No","Female","Employee Referral",3,"INFRA","Noida",34,"Joined"
"234",2283076,"No",0,0,"E1",-5.72,-5.72,0,,"No","Yes","Male","Direct",3,"INFRA","Chennai",30,"Joined"
"235",2283152,"No",0,30,"E2",,,,,"No","Yes","Male","Direct",4,"INFRA","Noida",34,"Joined"
"236",2283195,"No",0,0,"E3",,,,,"No","Yes","Male","Direct",13,"EAS","Hyderabad",41,"Joined"
"237",2283221,"No",0,30,"E1",36.36,36.36,0,,"No","Yes","Male","Direct",4,"AXON","Bangalore",28,"Joined"
"238",2283266,"No",0,30,"E2",,,,,"No","No","Male","Direct",8,"AXON","Kolkata",32,"Not Joined"
"239",2283341,"Yes",0,60,"E1",,,,,"No","Yes","Male","Direct",2,"INFRA","Noida",24,"Joined"
"240",2283469,"No",0,30,"E2",36.36,18.18,-13.33,,"No","No","Male","Direct",3,"INFRA","Noida",33,"Joined"
"241",2283552,"Yes",0,0,"E2",66.67,66.67,0,,"No","Yes","Male","Direct",6,"ETS","Bangalore",28,"Joined"
"242",2283737,"No",0,75,"E2",4.22,4.22,0,,"No","Yes","Male","Direct",3,"INFRA","Noida",25,"Joined"
"243",2283792,"No",0,30,"E1",65.74,,,,"No","No","Male","Direct",1,"INFRA","Noida",27,"Not Joined"
"244",2283866,"No",0,45,"E1",,,,,"No","Yes","Female","Direct",2,"INFRA","Noida",30,"Joined"
"245",2283970,"No",0,75,"E2",30.23,33.72,2.68,,"No","Yes","Male","Employee Referral",7,"INFRA","Gurgaon",36,"Joined"
"246",2284094,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",2,"INFRA","Mumbai",27,"Joined"
"247",2284116,"Yes",0,30,"E1",,,,,"No","No","Female","Employee Referral",1,"ERS","Chennai",26,"Joined"
"248",2284135,"Yes",0,30,"E1",,,,,"No","Yes","Male","Employee Referral",2,"INFRA","Chennai",25,"Joined"
"249",2284157,"No",0,0,"E2",47.06,47.06,0,,"No","No","Male","Direct",2,"INFRA","Noida",24,"Joined"
"250",2284179,"No",0,0,"E2",50,40,-6.67,,"No","Yes","Male","Direct",9,"INFRA","Noida",44,"Joined"
"251",2284187,"No",0,0,"E2",37.68,37.68,0,,"No","No","Female","Direct",1,"INFRA","Chennai",38,"Joined"
"252",2284218,"No",0,0,"E1",26.49,37.03,8.33,,"Yes","No","Male","Agency",3,"AXON","Bangalore",28,"Joined"
"253",2284365,"No",0,45,"E2",,,,,"No","No","Male","Direct",3,"INFRA","Mumbai",29,"Not Joined"
"254",2284401,"No",0,0,"E1",36,-30.4,-48.82,,"No","Yes","Male","Direct",3,"INFRA","Ahmedabad",28,"Joined"
"255",2284420,"Yes",0,60,"E2",40,45,3.57,,"No","No","Male","Direct",7,"INFRA","Noida",32,"Not Joined"
"256",2284427,"No",0,120,"E1",40,,,,"No","No","Male","Direct",5,"ERS","Chennai",29,"Not Joined"
"257",2284478,"No",0,30,"E3",40,36.99,-2.15,,"No","No","Male","Direct",5,"INFRA","Noida",42,"Joined"
"258",2284548,"No",0,90,"E2",26.51,23.95,-2.02,,"No","No","Male","Direct",8,"INFRA","Noida",31,"Joined"
"259",2284602,"No",0,0,"E2",28.57,28.57,0,,"No","No","Male","Direct",8,"AXON","Noida",31,"Joined"
"260",2284646,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",4,"ETS","Chennai",28,"Joined"
"261",2284845,"No",0,120,"E1",36.99,,,,"No","No","Male","Direct",3,"ERS","Bangalore",25,"Not Joined"
"262",2284875,"No",0,0,"E1",62.5,37.5,-15.38,,"No","No","Male","Direct",4,"BFSI","Gurgaon",33,"Joined"
"263",2284892,"Yes",0,30,"E1",45.25,45.25,0,,"No","No","Female","Direct",1,"INFRA","Chennai",25,"Joined"
"264",2285142,"Yes",0,0,"E2",17.19,17.19,0,,"No","Yes","Male","Direct",9,"CSMP","Bangalore",36,"Joined"
"265",2285615,"No",0,30,"E1",,,,,"No","Yes","Male","Direct",1,"INFRA","Noida",24,"Joined"
"266",2285662,"No",0,60,"E1",25,25,0,,"No","No","Female","Direct",3,"AXON","Kolkata",26,"Joined"
"267",2285702,"No",0,0,"E1",,,,,"No","Yes","Female","Direct",4,"ERS","Chennai",29,"Joined"
"268",2285719,"No",0,30,"E2",100,80,-10,,"No","No","Male","Direct",2,"INFRA","Chennai",26,"Joined"
"269",2285727,"No",0,45,"E1",,,,,"No","Yes","Male","Direct",2,"INFRA","Noida",25,"Joined"
"270",2285734,"No",0,30,"E1",,,,,"No","Yes","Male","Direct",3,"INFRA","Noida",28,"Joined"
"271",2285736,"Yes",0,30,"E1",,,,,"No","No","Male","Direct",5,"INFRA","Hyderabad",31,"Joined"
"272",2285847,"Yes",0,90,"E2",,,,,"No","Yes","Male","Employee Referral",6,"INFRA","Noida",38,"Joined"
"273",2285882,"No",0,0,"E2",42.12,49.87,5.46,,"No","No","Male","Direct",3,"INFRA","Chennai",26,"Joined"
"274",2285907,"Yes",0,45,"E2",39.33,,,,"No","No","Female","Direct",2,"INFRA","Noida",31,"Not Joined"
"275",2285932,"No",0,0,"E2",52.48,52.48,0,,"No","Yes","Male","Direct",5,"INFRA","Noida",34,"Joined"
"276",2285967,"Yes",0,75,"E2",,,,,"No","Yes","Male","Employee Referral",4,"INFRA","Noida",28,"Joined"
"277",2286033,"Yes",0,45,"E2",20.39,15.57,-4,,"No","No","Male","Direct",10,"EAS","Hyderabad",33,"Joined"
"278",2286127,"No",0,30,"E2",24.67,24.67,0,,"No","No","Male","Direct",4,"INFRA","Chennai",26,"Joined"
"279",2286245,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",1,"INFRA","Noida",25,"Joined"
"280",2286255,"No",0,45,"E1",,,,,"No","No","Male","Employee Referral",2,"ERS","Bangalore",25,"Not Joined"
"281",2286321,"Yes",0,0,"E1",14.58,14.58,0,,"No","No","Male","Direct",3,"AXON","Kolkata",27,"Joined"
"282",2286368,"No",0,0,"E1",29,29,0,,"No","No","Female","Direct",5,"AXON","Kolkata",30,"Joined"
"283",2286456,"Yes",0,75,"E2",45.32,45.32,0,,"No","No","Male","Direct",3,"INFRA","Noida",30,"Joined"
"284",2286546,"No",0,30,"E2",,,,,"No","Yes","Male","Direct",1,"INFRA","Mumbai",28,"Joined"
"285",2286629,"No",0,0,"E1",46.67,44,-1.82,,"No","No","Male","Direct",1,"INFRA","Noida",25,"Joined"
"286",2286781,"No",0,0,"E2",,,,,"No","Yes","Male","Direct",9,"INFRA","Chennai",38,"Joined"
"287",2286784,"No",0,30,"E2",29.63,29.63,0,,"No","No","Male","Direct",6,"INFRA","Noida",27,"Joined"
"288",2286848,"No",0,0,"E2",24.2,11.13,-10.53,,"No","No","Male","Employee Referral",12,"AXON","Kolkata",40,"Joined"
"289",2286875,"No",0,30,"E2",49.26,49.26,0,,"No","Yes","Male","Direct",4,"INFRA","Noida",27,"Joined"
"290",2286877,"No",0,0,"E2",,,,,"No","Yes","Male","Direct",6,"INFRA","Noida",32,"Joined"
"291",2287091,"No",0,0,"E1",26.77,26.77,0,,"No","Yes","Female","Direct",1,"INFRA","Chennai",24,"Joined"
"292",2287184,"Yes",0,0,"E1",21.82,21.82,0,,"Yes","Yes","Male","Employee Referral",3,"EAS","Chennai",28,"Joined"
"293",2287186,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",1,"INFRA","Noida",24,"Joined"
"294",2287195,"No",0,30,"E2",,,,,"No","Yes","Male","Direct",5,"INFRA","Noida",32,"Joined"
"295",2287304,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",5,"AXON","Noida",27,"Joined"
"296",2287311,"No",0,0,"E1",,,,,"No","Yes","Male","Direct",4,"AXON","Bangalore",29,"Joined"
"297",2287334,"No",0,60,"E2",,,,,"No","Yes","Male","Direct",7,"INFRA","Noida",34,"Joined"
"298",2287339,"No",0,0,"E2",66.67,55,-7,,"No","No","Male","Direct",6,"ETS","Bangalore",30,"Joined"
"299",2291784,"No",0,60,"E1",,,,,"No","No","Male","Direct",7,"CSMP","Noida",30,"Not Joined"
"300",2301536,"No",0,30,"E2",50,25,-16.67,,"No","No","Female","Direct",3,"INFRA","Bangalore",26,"Joined"
"301",2301590,"No",0,60,"E1",38.3,38.3,0,,"No","No","Male","Direct",4,"ERS","Chennai",27,"Not Joined"
"302",2301611,"No",0,60,"E2",66.67,83.33,10,,"No","No","Male","Direct",3,"INFRA","Noida",26,"Joined"
"303",2301666,"No",0,30,"E1",31.25,31.25,0,,"No","No","Male","Direct",3,"ETS","Noida",29,"Joined"
"304",2301697,"No",0,60,"E2",27.5,28.13,0.49,,"No","No","Male","Direct",5,"INFRA","Noida",29,"Joined"
"305",2302319,"Yes",0,90,"E1",50.75,31.91,-12.5,,"No","No","Female","Direct",3,"ERS","Chennai",26,"Joined"
"306",2309687,"No",0,30,"E1",92.31,92.31,0,,"No","No","Male","Direct",3,"ETS","Noida",28,"Joined"
"307",2309711,"Yes",0,30,"E2",45.83,35.42,-7.14,,"No","No","Male","Direct",7,"CSMP","Noida",33,"Joined"
"308",2309739,"No",0,30,"E2",44.74,44.74,0,,"No","No","Male","Direct",8,"INFRA","Noida",28,"Joined"
"309",2309808,"No",0,30,"E2",66.67,66.67,0,,"No","No","Male","Agency",4,"INFRA","Chennai",30,"Joined"
"310",2322668,"No",0,30,"E2",-8.23,-8.23,0,,"No","No","Male","Direct",8,"AXON","Noida",31,"Joined"
"311",2322908,"No",0,30,"E1",56.25,50,-4,,"No","No","Male","Agency",5,"ERS","Chennai",32,"Not Joined"
"312",2323320,"No",0,60,"E2",35.84,32.07,-2.78,,"No","No","Male","Direct",4,"INFRA","Noida",25,"Joined"
"313",2325933,"No",0,0,"E1",11.11,-16.67,-25,,"No","No","Female","Direct",1,"INFRA","Noida",24,"Joined"
"314",2326727,"No",0,60,"E1",22.22,16.67,-4.55,,"No","No","Female","Agency",3,"ERS","Chennai",28,"Joined"
"315",2328085,"No",0,0,"E2",-10.19,-10.19,0,,"Yes","No","Male","Direct",3,"INFRA","Bangalore",31,"Not Joined"
"316",2328458,"Yes",0,30,"E1",17.86,7.14,-9.09,,"No","No","Female","Direct",1,"INFRA","Noida",24,"Joined"
"317",2330428,"No",0,30,"E1",31.58,30,-1.2,,"No","No","Male","Direct",4,"ERS","Chennai",28,"Joined"
"318",2341079,"No",0,30,"E3",23.08,23.08,0,,"No","No","Male","Direct",9,"ETS","Bangalore",35,"Joined"
"319",2341246,"No",0,60,"E3",14.29,19.29,4.38,,"No","No","Male","Agency",9,"INFRA","Noida",39,"Not Joined"
"320",2341609,"No",0,90,"E1",62.5,37.5,-15.38,,"No","No","Female","Direct",3,"ERS","Chennai",25,"Joined"
"321",2344626,"No",0,90,"E1",34.48,25.17,-6.92,,"No","No","Male","Direct",6,"ERS","Chennai",32,"Joined"
"322",2344735,"Yes",0,90,"E3",,42.86,,,"No","No","Male","Agency",10,"INFRA","Bangalore",43,"Not Joined"
"323",2344790,"No",0,30,"E1",28.57,25,-2.78,,"No","No","Male","Agency",3,"ERS","Chennai",30,"Joined"
"324",2347639,"No",0,30,"E2",36.36,27.27,-6.67,,"No","No","Male","Direct",4,"INFRA","Noida",31,"Joined"
"325",2347820,"No",0,90,"E2",27.27,18.18,-7.14,,"No","No","Male","Direct",6,"AXON","Noida",29,"Joined"
"326",2348066,"No",0,30,"E1",38.89,33.33,-4,,"No","No","Male","Agency",3,"BFSI","Bangalore",28,"Joined"
"327",2352030,"No",0,30,"E2",11.76,-1.18,-11.58,,"No","No","Male","Direct",3,"INFRA","Chennai",30,"Joined"
"328",2352137,"No",0,30,"E2",37.04,30,-5.14,,"No","No","Male","Direct",4,"INFRA","Mumbai",35,"Joined"
"329",2352238,"Yes",0,0,"E1",11.11,-16.67,-25,,"No","No","Male","Direct",1,"INFRA","Noida",22,"Joined"
"330",2352240,"No",0,0,"E1",11.11,-16.67,-25,,"No","No","Male","Direct",1,"INFRA","Noida",24,"Joined"
"331",2352241,"No",0,0,"E1",11.11,-16.67,-25,,"No","No","Female","Direct",1,"INFRA","Noida",23,"Joined"
"332",2354306,"Yes",0,30,"E1",50,50,0,,"No","No","Male","Agency",2,"INFRA","Noida",26,"Not Joined"
"333",2354515,"No",0,30,"E2",34.62,53.85,14.29,,"No","No","Male","Direct",4,"INFRA","Noida",28,"Joined"
"334",2355568,"No",0,45,"E1",55.95,46.2,-6.25,,"No","No","Male","Direct",4,"ETS","Gurgaon",27,"Joined"
"335",2356687,"No",0,30,"E1",25,9.38,-12.5,,"No","No","Male","Direct",1,"ERS","Bangalore",27,"Joined"
"336",2356894,"Yes",0,30,"E2",46.55,46.55,0,,"No","No","Male","Agency",5,"ERS","Chennai",28,"Joined"
"337",2356985,"No",0,30,"E2",25,7.14,-14.29,,"No","No","Male","Direct",6,"INFRA","Noida",31,"Joined"
"338",2357013,"No",0,30,"E1",160.42,134.38,-10,,"No","No","Male","Direct",1,"ERS","Bangalore",23,"Joined"
"339",2357038,"No",0,60,"E2",33.33,31.67,-1.25,,"No","No","Male","Agency",6,"INFRA","Noida",35,"Joined"
"340",2357091,"No",0,30,"E2",18.05,24.61,5.56,,"No","No","Male","Agency",6,"INFRA","Chennai",32,"Joined"
"341",2357125,"No",0,60,"E2",37.5,55,12.73,,"No","No","Male","Direct",3,"INFRA","Noida",30,"Joined"
"342",2357140,"No",0,30,"E2",57.14,42.86,-9.09,,"No","No","Male","Direct",3,"INFRA","Noida",31,"Joined"
"343",2357147,"No",0,30,"E2",60,160,62.5,,"No","No","Male","Agency",4,"INFRA","Bangalore",27,"Joined"
"344",2357172,"Yes",0,30,"E1",129.17,87.5,-18.18,,"No","No","Male","Agency",3,"ERS","Chennai",27,"Joined"
"345",2357271,"Yes",0,30,"E1",14.75,14.75,0,,"No","No","Male","Agency",4,"BFSI","Bangalore",30,"Joined"
"346",2360664,"No",0,30,"E2",34.78,32.61,-1.61,,"No","No","Male","Agency",6,"INFRA","Noida",32,"Joined"
"347",2360834,"Yes",0,30,"E2",57.14,37.14,-12.73,,"No","No","Male","Direct",3,"INFRA","Bangalore",30,"Not Joined"
"348",2361236,"No",0,30,"E2",33.33,27.78,-4.17,,"No","No","Male","Employee Referral",9,"ERS","Noida",39,"Joined"
"349",2364095,"Yes",0,30,"E2",5.71,5.71,0,,"No","No","Female","Employee Referral",8,"BFSI","Chennai",35,"Joined"
"350",2364139,"No",0,30,"E1",70,125,32.35,,"No","No","Male","Employee Referral",3,"INFRA","Noida",28,"Joined"
"351",2364223,"No",0,60,"E3",57.73,57.73,0,,"No","No","Male","Agency",5,"INFRA","Noida",29,"Joined"
"352",2364265,"No",0,30,"E2",40.74,40.74,0,,"No","No","Male","Agency",7,"INFRA","Noida",30,"Joined"
"353",2364300,"No",0,30,"E3",22.67,15,-6.25,,"No","No","Male","Direct",10,"ERS","Chennai",37,"Joined"
"354",2364380,"No",0,30,"E1",28.57,20,-6.67,,"No","No","Male","Direct",3,"BFSI","Chennai",29,"Joined"
"355",2364437,"No",0,30,"E1",40,-13.6,-38.29,,"No","No","Male","Direct",1,"INFRA","Noida",28,"Joined"
"356",2364456,"No",0,90,"E3",50,37.5,-8.33,,"No","No","Male","Direct",7,"INFRA","Chennai",37,"Joined"
"357",2364502,"No",0,30,"E1",42.86,42.86,0,,"No","No","Female","Agency",2,"INFRA","Noida",28,"Joined"
"358",2364775,"Yes",0,30,"E1",33.33,-26.67,-45,,"No","No","Male","Direct",4,"INFRA","Pune",32,"Joined"
"359",2364835,"No",0,30,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"INFRA","Chennai",22,"Joined"
"360",2365025,"No",0,30,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"INFRA","Chennai",23,"Joined"
"361",2365104,"Yes",0,30,"E1",66.67,27.78,-23.33,,"No","No","Male","Direct",1,"INFRA","Mumbai",23,"Joined"
"362",2368298,"No",0,30,"E2",102.43,70.04,-16,,"No","No","Male","Direct",4,"INFRA","Kolkata",30,"Joined"
"363",2368341,"No",0,30,"E2",42.86,42.86,0,,"No","No","Male","Direct",2,"INFRA","Noida",28,"Joined"
"364",2368369,"No",0,30,"E2",14.95,-9.68,-21.43,,"No","No","Male","Direct",7,"INFRA","Noida",30,"Joined"
"365",2368459,"No",0,30,"E2",42.86,57.14,10,,"No","No","Male","Agency",5,"INFRA","Noida",27,"Joined"
"366",2368473,"Yes",0,30,"E1",20,32,10,,"No","No","Male","Agency",2,"INFRA","Noida",23,"Joined"
"367",2368484,"Yes",0,90,"E2",44.44,-11.11,-38.46,,"No","No","Male","Agency",3,"INFRA","Chennai",25,"Not Joined"
"368",2368628,"No",0,30,"E1",28,34.4,5,,"No","No","Male","Agency",1,"INFRA","Gurgaon",27,"Joined"
"369",2368643,"No",0,30,"E1",25,-7.14,-25.71,,"No","No","Female","Agency",1,"INFRA","Noida",25,"Joined"
"370",2368744,"No",0,30,"E1",50.68,50.68,0,,"No","No","Male","Direct",4,"ETS","Chennai",28,"Joined"
"371",2368793,"No",0,60,"E3",2.7,-9.73,-12.11,,"No","No","Male","Agency",10,"AXON","Noida",34,"Joined"
"372",2368901,"No",0,30,"E0",42.86,42.86,0,,"No","No","Female","Direct",0,"INFRA","Chennai",23,"Joined"
"373",2369066,"No",0,30,"E3",4.17,4.17,0,,"No","No","Male","Direct",11,"INFRA","Noida",35,"Joined"
"374",2369819,"No",0,60,"E2",22.09,25.23,2.57,,"No","No","Male","Employee Referral",7,"INFRA","Chennai",28,"Not Joined"
"375",2372496,"No",0,90,"E2",30.17,30.17,0,,"No","No","Male","Employee Referral",5,"INFRA","Noida",30,"Joined"
"376",2372630,"No",0,90,"E1",,,,,"No","No","Female","Direct",3,"INFRA","Noida",27,"Joined"
"377",2372682,"No",0,60,"E1",78.57,78.57,0,,"No","No","Male","Agency",4,"BFSI","Bangalore",27,"Joined"
"378",2375283,"No",0,90,"E1",32.53,32.53,0,,"No","No","Male","Agency",3,"BFSI","Bangalore",27,"Not Joined"
"379",2378093,"No",0,90,"E1",,,,,"No","No","Male","Direct",1,"INFRA","Noida",27,"Joined"
"380",2378118,"No",0,90,"E2",,,,,"No","No","Male","Direct",4,"INFRA","Noida",27,"Joined"
"381",2378177,"No",0,90,"E1",,,,,"No","No","Male","Direct",1,"INFRA","Noida",28,"Joined"
"382",2378237,"No",0,60,"E3",42.86,39.29,-2.5,,"No","No","Male","Agency",6,"INFRA","Noida",28,"Not Joined"
"383",2378282,"No",0,90,"E2",42.52,42.52,0,,"No","No","Male","Agency",3,"INFRA","Noida",27,"Joined"
"384",2378331,"No",0,30,"E2",37.5,12.5,-18.18,,"No","No","Female","Agency",2,"INFRA","Noida",27,"Joined"
"385",2378497,"No",0,30,"E2",27.45,27.45,0,,"No","No","Male","Direct",4,"INFRA","Noida",29,"Joined"
"386",2378805,"Yes",0,30,"E3",0,0,0,,"No","No","Male","Direct",2,"INFRA","Hyderabad",41,"Joined"
"387",2380144,"No",0,30,"E2",36.36,30.91,-4,,"No","No","Male","Direct",11,"INFRA","Bangalore",33,"Joined"
"388",2382695,"No",0,30,"E1",66.67,100,20,,"No","No","Male","Agency",2,"INFRA","Noida",29,"Joined"
"389",2382873,"No",0,90,"E2",29.51,29.51,0,,"No","No","Male","Agency",4,"INFRA","Noida",28,"Not Joined"
"390",2382888,"No",0,60,"E3",30.95,30.95,0,,"No","No","Male","Agency",7,"INFRA","Noida",30,"Joined"
"391",2382992,"Yes",0,60,"E3",30,22,-6.15,,"No","No","Male","Employee Referral",15,"INFRA","Noida",36,"Not Joined"
"392",2383243,"No",0,30,"E1",62.64,54.24,-5.16,,"No","No","Female","Direct",2,"INFRA","Bangalore",26,"Not Joined"
"393",2383259,"No",0,30,"E1",16.98,16.98,0,,"No","No","Male","Direct",4,"ETS","Chennai",26,"Joined"
"394",2394553,"No",0,60,"E2",22.01,22.01,0,,"Yes","No","Male","Agency",9,"INFRA","Noida",30,"Joined"
"395",2395448,"No",0,30,"E2",65.71,65.71,0,,"No","No","Male","Employee Referral",4,"INFRA","Noida",26,"Not Joined"
"396",2398739,"No",0,30,"E2",66.67,200,80,,"No","No","Male","Employee Referral",4,"INFRA","Noida",30,"Joined"
"397",2399578,"No",0,30,"E1",34.62,19.23,-11.43,,"No","No","Male","Direct",5,"ETS","Hyderabad",28,"Joined"
"398",2399957,"No",0,30,"E1",75.68,48.65,-15.38,,"No","No","Male","Direct",3,"ETS","Noida",27,"Joined"
"399",2400375,"No",0,30,"E2",42.86,42.86,0,,"No","No","Male","Direct",4,"INFRA","Noida",33,"Joined"
"400",2401135,"No",0,30,"E2",42.86,42.86,0,,"No","No","Male","Direct",4,"INFRA","Bangalore",29,"Joined"
"401",2403850,"No",0,60,"E2",37.5,150,81.82,,"No","No","Male","Direct",10,"INFRA","Chennai",37,"Not Joined"
"402",2404033,"Yes",0,30,"E1",27.91,33.72,4.55,,"No","No","Male","Employee Referral",4,"ETS","Chennai",29,"Joined"
"403",2407713,"Yes",0,30,"E1",120,80,-18.18,,"No","No","Male","Agency",3,"ERS","Chennai",26,"Joined"
"404",2410445,"No",0,30,"E1",14.29,11.43,-2.5,,"No","No","Male","Direct",5,"ETS","Chennai",28,"Not Joined"
"405",2410457,"No",0,30,"E2",90.48,66.67,-12.5,,"No","No","Male","Employee Referral",3,"INFRA","Noida",25,"Joined"
"406",2411541,"No",0,30,"E1",59.09,77.27,11.43,,"No","No","Male","Direct",2,"ERS","Noida",24,"Joined"
"407",2416778,"No",0,30,"E1",56.25,56.25,0,,"No","No","Male","Employee Referral",3,"BFSI","Mumbai",26,"Joined"
"408",2416791,"No",0,60,"E1",25,-2.5,-22,,"No","No","Male","Agency",1,"INFRA","Chennai",24,"Joined"
"409",2416837,"No",0,30,"E1",15.14,35.14,17.37,,"No","No","Male","Direct",4,"BFSI","Bangalore",25,"Joined"
"410",2419677,"No",0,30,"E1",30.21,134.38,80,,"No","No","Male","Agency",3,"BFSI","Bangalore",29,"Joined"
"411",2419728,"No",0,30,"E1",2.56,15.38,12.5,,"No","No","Female","Agency",3,"BFSI","Bangalore",28,"Joined"
"412",2419747,"No",0,30,"E1",37.61,37.61,0,,"No","No","Male","Direct",2,"CSMP","Noida",27,"Joined"
"413",2419915,"No",0,30,"E1",14.29,20.29,5.25,,"No","No","Male","Agency",2,"INFRA","Noida",28,"Joined"
"414",2420020,"No",0,60,"E1",31.09,31.09,0,,"No","No","Male","Agency",4,"BFSI","Bangalore",30,"Joined"
"415",2420356,"Yes",0,60,"E2",18.92,-8.11,-22.73,,"No","No","Female","Direct",7,"ERS","Chennai",29,"Joined"
"416",2420454,"No",0,90,"E2",28.57,-14.29,-33.33,,"No","No","Male","Agency",5,"INFRA","Noida",36,"Not Joined"
"417",2420850,"No",0,30,"E2",60.55,25.38,-21.9,,"No","No","Male","Direct",6,"BFSI","Chennai",30,"Joined"
"418",2424275,"Yes",0,30,"E2",37.93,11.72,-19,,"No","No","Male","Direct",4,"INFRA","Noida",29,"Joined"
"419",2424398,"No",0,30,"E2",27.69,27.69,0,,"No","No","Female","Direct",6,"BFSI","Bangalore",32,"Joined"
"420",2424548,"No",0,30,"E1",16,-4,-17.24,,"No","No","Male","Direct",3,"INFRA","Noida",26,"Joined"
"421",2424571,"No",0,60,"E1",22.22,55.56,27.27,,"No","No","Male","Agency",4,"ERS","Noida",28,"Joined"
"422",2424970,"No",0,60,"E2",41.96,35.65,-4.44,,"No","No","Male","Employee Referral",7,"BFSI","Chennai",29,"Not Joined"
"423",2425669,"No",0,30,"E1",45,8,-25.52,,"No","No","Female","Direct",1,"INFRA","Noida",23,"Joined"
"424",2430959,"No",0,30,"E1",66.67,83.33,10,,"No","No","Male","Agency",2,"INFRA","Noida",25,"Joined"
"425",2431097,"No",0,30,"E1",75,66.67,-4.76,,"No","No","Male","Agency",3,"ERS","Chennai",31,"Not Joined"
"426",2431228,"No",0,30,"E1",0,32.27,32.27,,"No","No","Male","Agency",1,"INFRA","Gurgaon",28,"Joined"
"427",2431383,"No",0,30,"E1",26.92,15.38,-9.09,,"No","No","Male","Agency",1,"INFRA","Gurgaon",24,"Joined"
"428",2431384,"Yes",0,30,"E2",60,80,12.5,,"No","No","Male","Direct",4,"INFRA","Noida",31,"Joined"
"429",2431388,"No",0,30,"E2",52.17,52.17,0,,"No","No","Male","Direct",4,"INFRA","Noida",31,"Joined"
"430",2431409,"No",0,30,"E2",37,37,0,,"No","No","Male","Direct",4,"INFRA","Noida",28,"Joined"
"431",2431504,"No",0,30,"E2",37.5,100,45.45,,"No","No","Male","Employee Referral",6,"INFRA","Bangalore",30,"Joined"
"432",2434869,"No",0,30,"E1",-8.89,-8.89,0,,"No","No","Male","Direct",5,"ETS","Bangalore",32,"Joined"
"433",2434929,"No",0,30,"E1",23.08,20,-2.5,,"No","No","Male","Agency",2,"ERS","Chennai",27,"Joined"
"434",2435141,"No",0,30,"E1",66.67,60,-4,,"No","No","Male","Employee Referral",1,"INFRA","Noida",25,"Joined"
"435",2436643,"No",0,0,"E1",50,37.5,-8.33,,"No","No","Male","Employee Referral",2,"INFRA","Gurgaon",25,"Joined"
"436",2438060,"No",0,30,"E2",42.86,42.86,0,,"No","No","Male","Direct",5,"INFRA","Noida",28,"Joined"
